"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 03, 2020","862.80","930.00","930.05","855.95","4.95M","-7.83%"
"Apr 01, 2020","936.05","929.70","950.00","902.00","2.94M","0.25%"
"Mar 31, 2020","933.70","967.00","971.70","923.75","3.81M","-1.05%"
"Mar 30, 2020","943.65","861.00","959.00","861.00","2.90M","0.70%"
"Mar 27, 2020","937.05","960.00","965.00","896.00","3.00M","0.94%"
"Mar 26, 2020","928.30","895.00","947.80","872.30","3.64M","5.39%"
"Mar 25, 2020","880.80","799.00","897.70","784.80","3.56M","7.93%"
"Mar 24, 2020","816.10","805.25","857.85","720.90","5.40M","1.89%"
"Mar 23, 2020","800.95","839.65","841.05","771.25","4.96M","-11.49%"
"Mar 20, 2020","904.90","906.10","934.00","866.00","4.41M","0.15%"
"Mar 19, 2020","903.50","879.95","924.40","839.75","4.84M","-2.93%"
"Mar 18, 2020","930.75","1,028.00","1,028.00","921.00","5.51M","-7.02%"
"Mar 17, 2020","1,001.00","1,005.00","1,038.00","977.80","2.99M","-1.02%"
"Mar 16, 2020","1,011.35","1,049.95","1,049.95","983.00","3.44M","-6.73%"
"Mar 13, 2020","1,084.35","1,055.60","1,134.70","946.05","4.34M","0.71%"
"Mar 12, 2020","1,076.75","1,150.00","1,153.95","1,064.65","3.61M","-9.34%"
"Mar 11, 2020","1,187.65","1,197.95","1,213.35","1,177.55","2.31M","-1.31%"
"Mar 09, 2020","1,203.45","1,225.00","1,241.85","1,175.00","2.29M","-3.15%"
"Mar 06, 2020","1,242.60","1,229.00","1,246.95","1,219.70","1.68M","-1.31%"
"Mar 05, 2020","1,259.15","1,253.50","1,265.15","1,242.20","1.56M","0.66%"
"Mar 04, 2020","1,250.95","1,251.95","1,265.65","1,217.30","3.01M","0.32%"
"Mar 03, 2020","1,247.00","1,248.20","1,272.00","1,225.00","2.66M","0.23%"
"Mar 02, 2020","1,244.15","1,275.00","1,294.00","1,228.00","2.77M","-0.83%"
"Feb 28, 2020","1,254.50","1,255.00","1,270.70","1,235.65","2.73M","-1.83%"
"Feb 27, 2020","1,277.90","1,250.00","1,286.00","1,250.00","4.57M","1.82%"
"Feb 26, 2020","1,255.10","1,256.00","1,267.00","1,245.10","1.51M","-0.40%"
"Feb 25, 2020","1,260.10","1,285.00","1,286.75","1,256.80","1.36M","-1.55%"
"Feb 24, 2020","1,279.90","1,310.00","1,317.80","1,273.85","1.34M","-3.25%"
